epoch,accuracy,loss,val_accuracy,val_loss
0,0.9912959337234497,0.02390495128929615,0.9164965152740479,0.6014500260353088
1,0.9953342080116272,0.01442671101540327,0.9214285612106323,0.7469876408576965
2,0.9961661696434021,0.012047178111970425,0.9235569834709167,0.6978812217712402
3,0.9966803193092346,0.010605364106595516,0.9221776723861694,0.7870827317237854
4,0.9969130754470825,0.00994803849607706,0.9240971207618713,0.6390370726585388
5,0.9971317052841187,0.009413281455636024,0.9224284291267395,0.6402775645256042
6,0.9973341226577759,0.009071709588170052,0.9236116409301758,0.793732225894928
7,0.9973523616790771,0.008784381672739983,0.9237627387046814,0.6854377388954163
8,0.9975062012672424,0.008476042188704014,0.9232708215713501,0.6910771727561951
9,0.9975466728210449,0.008282366208732128,0.9210845232009888,0.8689461946487427
10,0.9976478815078735,0.008074941113591194,0.9210523962974548,0.861710250377655
11,0.9976154565811157,0.008079636842012405,0.9221969842910767,0.6800991892814636
12,0.9976680874824524,0.007939078845083714,0.9225795865058899,0.8027836680412292
13,0.997736930847168,0.0076769208535552025,0.9257400631904602,0.6765840649604797
14,0.997769296169281,0.007387691643089056,0.9237563014030457,0.806014895439148
15,0.9978765845298767,0.007169988006353378,0.9241195917129517,0.7964497208595276
16,0.9979413747787476,0.006985452491790056,0.9213481545448303,0.9092162847518921
17,0.9979858994483948,0.006896258797496557,0.9238688349723816,0.776456356048584
18,0.9979515075683594,0.006729655433446169,0.9231711626052856,0.900740385055542
19,0.9980425834655762,0.006546807941049337,0.9249008893966675,0.8453159928321838
20,0.9980324506759644,0.006576505955308676,0.9242803454399109,0.875184178352356
21,0.9980810284614563,0.006374821998178959,0.9244732856750488,0.8852443099021912
22,0.9981134533882141,0.006326653063297272,0.9229750037193298,1.1722851991653442
23,0.9981356859207153,0.006293341517448425,0.9251741766929626,0.6620211601257324
24,0.9981579780578613,0.006162536330521107,0.9232997298240662,0.6757612228393555
25,0.9982045292854309,0.006054509896785021,0.9248269200325012,1.0200128555297852
26,0.9981175065040588,0.006109772715717554,0.9247240424156189,0.9138072729110718
27,0.9982571601867676,0.006099851801991463,0.9254185557365417,0.7650483250617981
28,0.9981640577316284,0.005946936551481485,0.9227724671363831,0.7936446666717529
29,0.9981681108474731,0.006045011803507805,0.9236148595809937,1.0725430250167847
30,0.9982308149337769,0.005828383378684521,0.9254056811332703,1.0714993476867676
31,0.9983725547790527,0.00589184183627367,0.9256210923194885,1.1191534996032715
32,0.9982956051826477,0.005923383869230747,0.9241935610771179,1.0578334331512451
33,0.9983968138694763,0.005739110987633467,0.9244154095649719,0.9106651544570923
34,0.9983624219894409,0.005767150782048702,0.9249876737594604,1.1151236295700073
35,0.9982956051826477,0.005656727589666843,0.9249973297119141,1.1034513711929321
36,0.9984109997749329,0.005718952044844627,0.9235119819641113,0.831647515296936
37,0.9984028935432434,0.005593298003077507,0.922023355960846,0.9356016516685486
38,0.9984292387962341,0.005887702573090792,0.9265020489692688,1.1591347455978394
39,0.9984089732170105,0.00559269031509757,0.9239781498908997,1.0313796997070312
40,0.998526394367218,0.005368541460484266,0.9248044490814209,1.2484468221664429
41,0.9985445737838745,0.00542271276935935,0.9228110313415527,1.218997836112976
42,0.9984959959983826,0.005398599896579981,0.9224638342857361,1.2727633714675903
43,0.9985000491142273,0.005282700527459383,0.9274183511734009,0.9871495366096497
44,0.9984980225563049,0.005291196051985025,0.9223223328590393,1.0511010885238647
45,0.9985223412513733,0.005355919245630503,0.9248205423355103,1.0705382823944092
46,0.9985284209251404,0.005202007479965687,0.9237659573554993,1.1253478527069092
47,0.9985871315002441,0.005036196671426296,0.9252256155014038,1.194758415222168
48,0.9985628128051758,0.005205153953284025,0.9245054125785828,0.8628566265106201
49,0.9986134171485901,0.004987932275980711,0.923746645450592,0.8850858807563782
50,0.9986113905906677,0.004892109893262386,0.9238945841789246,1.048732042312622
51,0.9986357092857361,0.004979695659130812,0.9255985617637634,1.1925606727600098
52,0.9986194968223572,0.0050026653334498405,0.9257528781890869,0.8906518816947937
53,0.9987125992774963,0.004938012454658747,0.9247690439224243,1.1550276279449463
54,0.9986701011657715,0.004843447357416153,0.9249008893966675,0.9169734716415405
55,0.9986640214920044,0.004912267904728651,0.9233254790306091,0.8507113456726074
56,0.9987469911575317,0.004740556702017784,0.925688624382019,1.073279619216919
57,0.9987207055091858,0.004607710521668196,0.9240360260009766,1.1893116235733032
58,0.9987227320671082,0.004690668545663357,0.9249973297119141,1.016161322593689
59,0.9987227320671082,0.004698067903518677,0.9215185642242432,1.1493620872497559
60,0.99873286485672,0.0045819771476089954,0.9241999983787537,1.101697564125061
61,0.9987794160842896,0.0045318398624658585,0.9241774678230286,0.8636398315429688
62,0.9987369179725647,0.004801874980330467,0.9253220558166504,1.0411391258239746
63,0.998813807964325,0.004662360530346632,0.9255439043045044,0.9995720982551575
64,0.9987713098526001,0.004488746635615826,0.9238206148147583,1.52010977268219
65,0.9988097548484802,0.0046220687218010426,0.9229267835617065,1.0045788288116455
66,0.9986741542816162,0.004837094806134701,0.9231100678443909,0.9999125003814697
67,0.9987227320671082,0.004846563097089529,0.9265373945236206,0.8357545733451843
68,0.9987510442733765,0.004502696450799704,0.9229493141174316,0.9398248195648193
69,0.9986053109169006,0.004481127485632896,0.9273443818092346,0.7109768986701965
70,0.998842179775238,0.004461491946130991,0.9215732216835022,1.086241602897644
71,0.9988117814064026,0.004574086517095566,0.9267078042030334,0.9509713053703308
72,0.9988522529602051,0.004493664018809795,0.9252513647079468,1.155411720275879
73,0.9988057017326355,0.004306743387132883,0.923691987991333,0.9167529344558716
74,0.9988502264022827,0.004370296839624643,0.9241774678230286,0.9744990468025208
75,0.9987065196037292,0.004517326597124338,0.9265341758728027,0.9771208763122559
76,0.9988057017326355,0.004552299156785011,0.9260165691375732,1.186784267425537
77,0.9989251494407654,0.004233013838529587,0.9231518507003784,1.2064391374588013
78,0.9988542795181274,0.0043143415823578835,0.9248269200325012,0.9324716329574585
79,0.9989109635353088,0.004034534562379122,0.9262030124664307,0.8965864181518555
80,0.9988502264022827,0.004254672210663557,0.9274440407752991,0.9026713371276855
81,0.998846173286438,0.004363018088042736,0.9227531552314758,1.2396416664123535
82,0.998813807964325,0.004288726020604372,0.9246758222579956,0.8946646451950073
83,0.9988158345222473,0.004250112920999527,0.9227885603904724,1.0829997062683105
84,0.9987469911575317,0.004263575654476881,0.9247690439224243,1.258460283279419
85,0.9989251494407654,0.004083570092916489,0.9246726036071777,0.8011335134506226
86,0.9988867044448853,0.004203691612929106,0.9263155460357666,0.6710702776908875
87,0.9988785982131958,0.004080286715179682,0.9242996573448181,1.3799101114273071
88,0.998868465423584,0.003999402280896902,0.9246629476547241,1.1474151611328125
89,0.9988259673118591,0.004176042042672634,0.9247401356697083,1.0323083400726318
90,0.9989089369773865,0.004114893730729818,0.9253831505775452,1.1473160982131958
91,0.998836100101471,0.004199995193630457,0.9249008893966675,1.552533507347107
92,0.9987814426422119,0.004227282479405403,0.9269071221351624,1.349853277206421
93,0.9987773895263672,0.004162052646279335,0.9263123273849487,1.2283896207809448
94,0.9987773895263672,0.004267511889338493,0.9248783588409424,0.9274370074272156
95,0.998945415019989,0.004072207026183605,0.9242739677429199,1.0100691318511963
96,0.9989251494407654,0.004202793352305889,0.9250327348709106,1.1795587539672852
97,0.998955488204956,0.004240681417286396,0.92569500207901,1.158534049987793
98,0.9988948106765747,0.004108413588255644,0.926305890083313,1.174708366394043
99,0.9988765716552734,0.004251090344041586,0.9244057536125183,1.1789848804473877
