epoch,accuracy,loss,val_accuracy,val_loss
45,0.9794605374336243,0.060497261583805084,0.8570794463157654,0.5004276633262634
46,0.9799242615699768,0.05903604254126549,0.9193755984306335,0.4324854910373688
47,0.9801376461982727,0.05903932824730873,0.9162809252738953,0.3969331979751587
48,0.9801328778266907,0.05942566320300102,0.9213487505912781,0.4070581793785095
49,0.9803484082221985,0.05824420973658562,0.9168506264686584,0.40506812930107117
50,0.9803353548049927,0.05790097638964653,0.9191449880599976,0.35687991976737976
51,0.9803354144096375,0.05777142196893692,0.9244274497032166,0.31598934531211853
52,0.9800428152084351,0.05935084447264671,0.9220772981643677,0.37276315689086914
53,0.9801640510559082,0.0583973154425621,0.9232153296470642,0.32785066962242126
54,0.9800332188606262,0.057955559343099594,0.921405553817749,0.395931601524353
55,0.9808982014656067,0.05633384734392166,0.9228273034095764,0.39916756749153137
56,0.9814971685409546,0.05553019791841507,0.921267569065094,0.35722991824150085
57,0.9782959818840027,0.06370747834444046,0.906819760799408,0.43209218978881836
58,0.9817020893096924,0.054614100605249405,0.8996333479881287,0.400306761264801
59,0.9813792705535889,0.05560930818319321,0.8889471292495728,0.36057180166244507
60,0.9818326830863953,0.05471969395875931,0.9180849194526672,0.3987567126750946
61,0.9814797043800354,0.0549650602042675,0.9175360202789307,0.3856433928012848
62,0.9802342653274536,0.0582607239484787,0.9171946048736572,0.40554147958755493
63,0.9818137884140015,0.05461332947015762,0.9166272282600403,0.4000683128833771
64,0.9822207689285278,0.05344642698764801,0.8709037899971008,0.43121129274368286
65,0.9818632006645203,0.05414344370365143,0.9147153496742249,0.42105937004089355
66,0.9823107123374939,0.053592436015605927,0.8691850304603577,0.47960415482521057
67,0.9766542315483093,0.07176508754491806,0.8953074812889099,0.42038366198539734
68,0.9820507168769836,0.05343122035264969,0.9169908761978149,0.41427353024482727
69,0.9764368534088135,0.06838972866535187,0.9058102369308472,0.42356112599372864
70,0.9807985424995422,0.05884429067373276,0.8984537720680237,0.4492863714694977
71,0.9820802807807922,0.05632238835096359,0.9060309529304504,0.4025058150291443
72,0.9825358986854553,0.05236503481864929,0.9171768426895142,0.4195849299430847
73,0.9824113845825195,0.053175345063209534,0.9169634580612183,0.42676496505737305
74,0.9827781319618225,0.05166700482368469,0.9161255955696106,0.44161224365234375
75,0.9831771850585938,0.050696324557065964,0.9180700182914734,0.3795817196369171
76,0.9831960797309875,0.0500175915658474,0.9210891723632812,0.40759968757629395
77,0.9832534193992615,0.050624601542949677,0.8753088712692261,0.4897245764732361
78,0.9837786555290222,0.049690548330545425,0.9166449308395386,0.44530704617500305
79,0.9843880534172058,0.047763023525476456,0.9235938191413879,0.41101908683776855
80,0.9841346144676208,0.049301035702228546,0.9230489730834961,0.4129246175289154
81,0.984132707118988,0.04957636073231697,0.9026756882667542,0.4647001326084137
82,0.9846281409263611,0.047877393662929535,0.9239646792411804,0.42119985818862915
83,0.9848171472549438,0.047258973121643066,0.9245949387550354,0.37762561440467834
84,0.9846352934837341,0.04783956706523895,0.9195570349693298,0.4495573043823242
85,0.9829695224761963,0.05283384025096893,0.9200836420059204,0.42158597707748413
86,0.9848705530166626,0.047607626765966415,0.922711193561554,0.45383936166763306
87,0.984513521194458,0.047970544546842575,0.9245797991752625,0.4109262228012085
88,0.9850760102272034,0.04649018123745918,0.9264627695083618,0.4220559895038605
89,0.9849296808242798,0.04720158129930496,0.9268016219139099,0.42278462648391724
90,0.9852871298789978,0.04601829871535301,0.9261977076530457,0.42565906047821045
91,0.9853596091270447,0.04586385563015938,0.9215524196624756,0.43715712428092957
92,0.9852600693702698,0.045911457389593124,0.9282429218292236,0.37433573603630066
93,0.9853900074958801,0.04554872214794159,0.9179465770721436,0.4406506419181824
94,0.985477864742279,0.045495517551898956,0.9243836402893066,0.364310622215271
95,0.9853845238685608,0.04548332095146179,0.9257396459579468,0.4131588339805603
96,0.9856163859367371,0.04468536376953125,0.9252445101737976,0.4337144196033478
97,0.9853461980819702,0.04570569470524788,0.9258854389190674,0.43701300024986267
98,0.9856977462768555,0.044403400272130966,0.921433687210083,0.45077070593833923
99,0.9856815338134766,0.044526029378175735,0.925050675868988,0.4026482403278351
